ip.checksum;ip.id;ip.len;ip.ttl;udp.checksum;pfcp.apply_action.buff;pfcp.apply_action.forw;pfcp.apply_action.nocp;pfcp.dst_interface;pfcp.duration_measurement;pfcp.f_seid.ipv4;pfcp.f_teid.ipv4_addr;pfcp.f_teid.teid;pfcp.f_teid_flags.ch;pfcp.f_teid_flags.ch_id;pfcp.f_teid_flags.v6;pfcp.flags;pfcp.ie_type;pfcp.msg_type;pfcp.node_id_ipv4;pfcp.outer_hdr_creation.ipv4;pfcp.outer_hdr_creation.teid;pfcp.pdr_id;pfcp.response_time;pfcp.response_to;pfcp.s;pfcp.seid;pfcp.seqno;pfcp.ue_ip_addr_ipv4;pfcp.volume_measurement.dlnop;pfcp.volume_measurement.dlvol;pfcp.volume_measurement.tonop;pfcp.volume_measurement.tovol;ip.opt.time_stamp
0x590f;0x1;312.0;63.0;0xd2fd;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa26cbfd85000a800;2.0;174.241.227.168;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xb264;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x84c175c2d5b0e000;2.0;142.40.64.159;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x6397;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x9b1221df4443a800;2.0;117.114.9.40;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xf7fc;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x9bab6d2e00454800;2.0;95.165.172.237;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x241;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa6f24519f40ba800;2.0;36.199.169.246;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xe881;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb71b77aaa72b3000;2.0;151.39.67.194;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x6bd2;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb1557e1c6b339000;2.0;49.94.66.164;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x61f8;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb7446df83304a800;2.0;172.44.249.233;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x8105;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x861ef75702814800;2.0;5.205.75.228;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xe536;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x9e55de5779c1b800;2.0;156.253.26.85;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xcfc7;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb09da84f44660000;2.0;61.103.16.251;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xbd77;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x803ad0aaadbaa800;2.0;62.210.16.221;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x47aa;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa2d96f06f7f9c800;2.0;192.206.35.22;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xc2fb;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb901c4c0b46b2000;2.0;151.96.14.158;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x465b;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb0d933bef283c800;2.0;178.3.224.58;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xf1c9;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xbde677a05f285000;2.0;174.97.75.93;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xe8e5;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa3407824e0b00800;2.0;200.130.23.201;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x2e1a;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xae92fb74b0588800;2.0;200.236.25.9;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x8240;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x824ec78fbc85b000;2.0;169.87.54.161;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xe37c;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa5c3d0b2c341e800;2.0;117.243.207.86;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x56ca;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x8e8b3c3777d2f800;2.0;49.43.68.45;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x2b42;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xbadd538950070800;2.0;188.124.157.139;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xf4c5;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x95556001ea0c9000;2.0;67.75.40.147;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x179d;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa4e02ee26fb38800;2.0;23.114.106.190;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xfb74;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x8675f0766befb800;2.0;201.210.246.218;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x45d0;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb3097fe6ec2a9000;2.0;185.97.75.225;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x7284;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x9497599bc2d88800;2.0;65.116.36.191;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x5aad;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x8ca6e0e66279a800;2.0;102.100.73.81;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xd0e9;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x95c808fa587ca800;2.0;183.168.148.44;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x79c2;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x873f7ab8cd7b0000;2.0;101.155.103.54;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xc822;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa576142e7fdba800;2.0;194.68.206.198;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xd32a;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xae3b95ea7cf4e000;2.0;184.169.20.254;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x8d43;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa065b57a0fdfb000;2.0;27.13.222.177;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x86e0;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb0d4b4e628e5a800;2.0;72.18.17.106;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x24af;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x8eb310f54122e000;2.0;95.180.32.162;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x5c1f;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x95f15f1d395d3000;2.0;68.252.135.157;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x7196;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x84aa464f0cfcd000;2.0;114.29.133.109;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xa2d4;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x8565312d23798000;2.0;97.208.205.2;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x5a13;0x1;52.0;63.0;0x86e5;True;False;True;True;1754053953.0;192.168.14.134;192.168.130.179;0x457;False;False;False;0x20;96.0;1.0;192.168.14.134;192.168.14.134;0x67;1.0;0.00760839645;546.0;False;0x0;1.0;10.45.0.103;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xed46;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0x946e3adc1a10a000;2.0;91.177.122.95;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x61a1;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xb6fecd3559e90800;2.0;136.7.187.9;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xfa97;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xaa60c715e9b99800;2.0;82.154.147.5;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0xdc2a;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xaaa2189e816df000;2.0;83.225.225.96;182.0;178950.0;182.0;178650.0;0.0
0x590f;0x1;312.0;63.0;0x40f4;False;True;False;False;1754053953.0;192.168.130.186;192.168.0.0;0x457;False;False;False;0x21;3.0;50.0;192.168.14.134;192.168.14.163;0x8ae;1.0;0.00777364614;673.0;True;0xa66f8af9bc2a7000;2.0;206.201.138.126;182.0;178950.0;182.0;178650.0;0.0
